Customer Zipcode,Customer Segment,Customer Id,Customer Fname,Customer Lname
725,Consumer,1774,Mary,Smith
725,Consumer,10413,Mary,Smith
725,Consumer,19811,Darryl,Bolton
725,Consumer,20116,Ivana,Rocha
725,Consumer,18626,Aphrodite,Howe
725,Consumer,19915,Barbara,Snider
725,Consumer,15227,Whoopi,Velez
725,Consumer,18588,Rhoda,Welch
725,Consumer,17239,Lareina,Powers
725,Consumer,20219,Jana,Clemons
725,Consumer,20055,Minerva,Cantrell
725,Consumer,17237,Skyler,Joyce
725,Consumer,20072,Jenna,Mayer
725,Consumer,18937,Ainsley,Obrien
725,Consumer,19799,Kelsie,Beard
725,Consumer,20375,Tamekah,Oneill
725,Consumer,17787,Inga,Phelps
725,Consumer,16119,Farrah,Becker
957,Consumer,19831,Raya,Nichols
725,Consumer,19939,Quemby,Stein
725,Consumer,17803,Abra,Carter
725,Consumer,17156,Leigh,Cooley
725,Consumer,10119,Sara,Parrish
725,Consumer,17309,Blythe,Weber
725,Consumer,17504,Azalia,Freeman
725,Consumer,3705,Lisa,Smith
725,Consumer,56,Mary,Kaiser
725,Consumer,20477,Quincy,Hubbard
725,Consumer,475,Brittany,Gibbs
725,Consumer,16047,Maisie,Luna
725,Consumer,10264,Keith,Smith
725,Consumer,754,Jacqueline,Smith
725,Consumer,10761,David,Smith
725,Consumer,17366,Cynthia,Higgins
725,Consumer,17311,Kendall,Wilkinson
725,Consumer,15347,Rae,Bullock
725,Consumer,12191,Michael,Torres
725,Consumer,20349,Brenna,Le
725,Consumer,7290,Brittany,Gray
725,Consumer,2718,Henry,Porter
725,Consumer,8193,Mary,Smith
725,Consumer,7711,Mary,Powell
725,Consumer,2461,Maria,Smith
725,Consumer,6529,Aaron,Smith
725,Consumer,804,William,Dudley
725,Consumer,6733,Dorothy,Chung
725,Consumer,7074,Mary,Patton
725,Consumer,8053,Mary,Dennis
725,Consumer,1113,Mary,Smith
725,Consumer,2357,Pamela,Mathis
725,Consumer,10880,Mary,Petty
725,Consumer,8447,Michael,Smith
784,Consumer,8901,Mary,Smith
725,Consumer,10700,John,Price
725,Consumer,10898,James,Knight
725,Consumer,5994,Mary,Smith
725,Consumer,6847,Mary,Dixon
725,Consumer,7182,Mary,Klein
725,Consumer,11504,Mary,Smith
725,Consumer,1613,Mary,Smith
725,Consumer,11074,Roy,Hill
725,Consumer,3476,Kathy,Petty
725,Consumer,6294,Thomas,Smith
725,Consumer,3879,Melissa,Davis
725,Consumer,10027,Robert,Foley
725,Consumer,9593,Alexander,Camacho
725,Consumer,4597,Linda,Smith
725,Consumer,6702,Christina,Mckinney
725,Consumer,1282,Mary,Smith
725,Consumer,1732,Mary,Gray
725,Consumer,978,Nicholas,Peters
725,Consumer,11230,Sara,Collins
725,Consumer,4322,Mary,Rasmussen
725,Consumer,2374,Scott,Rosario
725,Consumer,8211,Ronald,Mcneil
725,Consumer,4589,Mary,Smith
725,Consumer,3378,Mary,Torres
725,Consumer,3799,Mary,Wade
725,Consumer,3722,Russell,Smith
725,Consumer,6590,Mary,Henderson
725,Consumer,12413,Amy,Smith
725,Consumer,9560,Mary,Oneill
725,Consumer,11982,Ethan,Johnson
725,Consumer,758,Mary,Sanders
725,Consumer,9860,Mary,Mckenzie
725,Consumer,5761,Mary,Smith
725,Consumer,3200,Mary,Barron
725,Consumer,3145,Rose,Smith
725,Consumer,6774,Lauren,Shaffer
725,Consumer,8555,Mary,Jones
725,Consumer,2005,Mary,Smith
725,Consumer,5277,James,Morgan
725,Consumer,10191,Victoria,Gross
725,Consumer,8733,Danielle,Smith
725,Consumer,10343,Melissa,Humphrey
725,Consumer,3901,Julia,Hubbard
725,Consumer,5236,Jessica,Roberts
725,Consumer,2838,Mary,Carter
725,Consumer,11116,Mary,Wu
725,Consumer,9905,Mary,Ramsey
725,Consumer,3891,Mary,Bowman
725,Consumer,6539,Mary,Smith
725,Consumer,6547,Melissa,Smith
725,Consumer,8929,David,Smith
725,Consumer,2060,Johnny,Smith
725,Consumer,1619,Laura,Smith
725,Consumer,2277,Ruth,Arnold
725,Consumer,1175,Mary,Gray
612,Consumer,11319,Ronald,Smith
725,Consumer,10866,Mary,Smith
725,Consumer,2625,Betty,Wyatt
725,Consumer,10321,Shirley,Miller
957,Consumer,9073,Thomas,Skinner
725,Consumer,6334,Dylan,Fleming
725,Consumer,9815,Cheryl,Simmons
725,Consumer,5441,Sharon,Smith
725,Consumer,12273,Mary,Dunn
725,Consumer,4016,Mary,Smith
725,Consumer,1488,Mary,Hubbard
976,Consumer,4076,Mary,Suarez
725,Consumer,10015,Hannah,Wolfe
725,Consumer,4132,Thomas,Smith
725,Consumer,8191,Barbara,Thompson
725,Consumer,2469,Shawn,Smith
725,Consumer,11826,Barbara,Fritz
725,Consumer,949,Mary,Sawyer
725,Consumer,10757,James,Pacheco
725,Consumer,3920,Zachary,Smith
725,Consumer,4567,Rose,Smith
725,Consumer,1807,Mary,Curtis
725,Consumer,1907,Mary,Davis
725,Consumer,4042,Marilyn,Smith
725,Consumer,7811,Mary,White
725,Consumer,7538,Mary,Baker
725,Consumer,7522,David,Smith
725,Consumer,1751,George,Smith
725,Consumer,7878,Helen,Lewis
725,Consumer,9118,Karen,Stevens
725,Consumer,1373,Mary,Smith
725,Consumer,3439,Pamela,Smith
725,Consumer,6699,Mary,Smith
725,Consumer,2457,Carl,Mercer
725,Consumer,2771,Mary,Smith
725,Consumer,4569,Charles,Smith
725,Consumer,2572,Mary,Smith
725,Consumer,3987,Alice,Allen
725,Consumer,1757,Mary,Smith
725,Consumer,9986,Rose,Smith
725,Consumer,5777,Mary,Terry
725,Consumer,429,Mary,Salazar
725,Consumer,9848,Patrick,Anderson
725,Consumer,9590,Adam,Smith
725,Consumer,3478,Alan,Obrien
725,Consumer,7227,Mary,Hernandez
725,Consumer,1216,Mary,Smith
725,Consumer,2406,Mary,Adams
725,Consumer,98,William,Smith
725,Consumer,8272,Justin,Martinez
725,Consumer,7056,Mary,Roman
725,Consumer,3095,Patricia,Hayes
725,Consumer,9535,Jesse,Peterson
725,Consumer,5893,Mary,Young
725,Consumer,10691,Charles,Lester
725,Consumer,4579,William,Zimmerman
725,Consumer,2016,Jonathan,Wilson
725,Consumer,6208,Emma,Johnson
725,Consumer,4662,Mary,Zimmerman
725,Consumer,9087,Alice,Smith
725,Consumer,10538,Evelyn,Gomez
725,Consumer,419,James,Smith
725,Consumer,1502,Alan,Santos
725,Consumer,5238,Frank,Smith
725,Consumer,6484,George,Jordan
725,Consumer,4511,Mary,Smith
725,Consumer,1315,Victoria,Edwards
725,Consumer,4436,Janice,Smith
725,Consumer,2723,Mary,Brady
725,Consumer,2932,Mary,Scott
725,Consumer,3102,Ralph,Dixon
725,Consumer,3599,Mary,Park
725,Consumer,4095,Mary,Lewis
725,Consumer,9041,Michael,Olson
725,Consumer,4059,Alexander,Torres
725,Consumer,119,Mary,Rosario
725,Consumer,2660,Mary,Schwartz
725,Consumer,12112,Mary,Smith
725,Consumer,8902,Roger,Walker
725,Consumer,4751,Brandon,Rowland
725,Consumer,5232,Zachary,Gonzales
725,Consumer,7314,Bruce,Mccullough
725,Consumer,6245,Margaret,Taylor
725,Consumer,8812,Mary,Woodward
725,Consumer,5145,James,Smith
725,Consumer,10102,Matthew,Smith
725,Consumer,2092,Mary,Hunter
921,Consumer,8006,Michael,Leon
725,Consumer,10975,Martha,Bolton
698,Consumer,8914,Mary,Cooper
725,Consumer,1369,Mary,Walker
725,Consumer,1468,Robert,Smith
725,Consumer,9199,Tammy,Smith
725,Consumer,10738,Joshua,Smith
725,Consumer,9665,Shawn,Smith
725,Consumer,9089,Jessica,Smith
725,Consumer,11383,Elizabeth,Smith
725,Consumer,6663,Susan,Smith
725,Consumer,5169,Tiffany,Berger
725,Consumer,5841,Mary,Smith
725,Consumer,8497,Mary,Simon
725,Consumer,5461,Mary,Daniels
725,Consumer,10859,Jean,Smith
725,Consumer,9325,Mary,Navarro
725,Consumer,6983,Mary,Black
725,Consumer,568,Sean,Vaughn
725,Consumer,559,Paul,Melton
725,Consumer,4246,Mary,Cunningham
725,Consumer,4853,Mary,Miller
725,Consumer,3341,Carol,Smith
725,Consumer,11206,Kevin,Montoya
725,Corporate,3983,Mary,Smith
725,Corporate,6041,Daniel,Woods
725,Corporate,3160,Charles,Jensen
725,Corporate,8658,Mary,Allen
725,Corporate,7337,Mary,Smith
725,Corporate,1346,Mary,Gutierrez
725,Corporate,12472,Leila,Mcdowell
725,Corporate,3611,Mary,Mitchell
921,Corporate,23,Benjamin,Duarte
725,Corporate,7568,Justin,Proctor
745,Corporate,6345,David,Miller
725,Corporate,6413,Michelle,Massey
725,Corporate,8268,Joe,Gamble
725,Corporate,8388,Kimberly,Smith
725,Corporate,11852,Scott,Smith
725,Corporate,3169,Lawrence,Butler
725,Corporate,12002,Nicholas,Davis
725,Corporate,4412,Mary,Ellison
725,Corporate,10785,Mary,Smith
725,Corporate,2238,Billy,Pittman
725,Corporate,2083,Mary,Smith
725,Corporate,1802,Cynthia,Smith
725,Corporate,4182,Mary,Contreras
725,Corporate,8032,Karen,Lopez
725,Corporate,693,Mary,King
725,Corporate,6840,Mary,Smith
725,Corporate,9085,Mary,Anderson
725,Corporate,232,Gloria,Bean
725,Corporate,16,Tiffany,Smith
725,Corporate,1108,Walter,Rollins
725,Corporate,1257,Dylan,Perry
725,Corporate,9659,Paul,Smith
725,Corporate,4819,Mary,Porter
725,Corporate,12430,Hannah,Brown
725,Corporate,8997,Mary,Smith
725,Corporate,4270,Charles,Smith
725,Corporate,19268,Zenaida,Atkins
725,Corporate,19058,Xandra,Sykes
725,Corporate,19054,Octavia,Austin
725,Corporate,18786,Alea,Davenport
725,Corporate,1715,Mary,Henson
725,Corporate,8565,Mary,Smith
725,Corporate,2994,Mary,Lawson
725,Corporate,158,Mary,Smith
725,Corporate,5371,Emma,Robinson
725,Corporate,10490,Brenda,Ramirez
725,Corporate,20473,Rossy,Cline
725,Corporate,17950,Amity,Morales
725,Corporate,1184,Mary,Moran
725,Corporate,20395,Maryam,Richmond
725,Corporate,11354,Lauren,Hartman
725,Corporate,180,Juan,Smith
725,Corporate,10521,Mary,Wood
745,Corporate,1988,Mary,Smith
725,Corporate,4759,Charles,Lowe
725,Corporate,15491,Rhoda,Burgess
725,Corporate,15432,Regan,Cabrera
725,Corporate,9212,Mary,Smith
725,Corporate,6958,Michael,Pham
725,Corporate,2384,Mary,Mays
725,Corporate,5799,Keith,Singleton
725,Corporate,20297,Constance,Patton
725,Corporate,16349,Charly,Sandoval
725,Corporate,16325,Iona,Donovan
725,Corporate,17805,Ignacia,Hartman
725,Corporate,10527,Billy,Sparks
725,Corporate,5838,Mary,Smith
725,Corporate,4994,Anthony,Brooks
725,Corporate,7655,Mary,Smith
725,Corporate,5180,Raymond,Gordon
725,Corporate,2830,Maria,Baker
725,Corporate,32,Alice,Smith
725,Corporate,7319,Samuel,Parks
725,Corporate,6935,Debra,Preston
725,Corporate,3425,Andrea,Smith
725,Corporate,8842,Mary,Gomez
725,Corporate,4667,Cheryl,Gonzalez
725,Corporate,7260,Nathan,Gilmore
725,Corporate,1064,Aaron,Cordova
983,Corporate,5955,Mildred,Burke
725,Corporate,11958,Barbara,Smith
725,Corporate,5918,Jeffrey,Wright
725,Corporate,10089,Mary,Roach
725,Corporate,1867,Cheryl,Smith
725,Corporate,8009,Steven,Dickson
725,Corporate,10377,Anna,Smith
725,Corporate,11923,Harry,Smith
725,Corporate,4924,Mary,Castillo
725,Corporate,497,Amanda,Odonnell
725,Corporate,3553,Mary,Lloyd
725,Corporate,9967,Linda,Herman
725,Corporate,10457,Elizabeth,Watkins
725,Corporate,11984,Richard,Smith
725,Corporate,10134,Mary,Stuart
725,Corporate,9506,Madison,Smith
725,Corporate,3736,Brian,Munoz
725,Corporate,11398,Brian,Smith
725,Corporate,11430,Mary,Miller
725,Corporate,11624,Rachel,Smith
725,Corporate,7179,Olivia,Matthews
795,Corporate,10877,Mary,Smith
725,Corporate,8915,James,Grant
725,Corporate,5317,Mary,Bender
725,Corporate,3849,Carol,Thomas
725,Corporate,11576,Richard,Andrade
725,Corporate,8656,Melissa,Raymond
725,Corporate,4606,Carol,Smith
725,Corporate,7938,Joseph,Clark
725,Corporate,1842,Mary,Smith
725,Corporate,14075,Ila,Robertson
725,Corporate,14609,Basia,Kinney
725,Corporate,14480,Rosalyn,Lawson
725,Corporate,13447,Iris,Fowler
745,Corporate,14424,Deanna,Lawson
725,Corporate,13086,Alma,Hickman
725,Corporate,14635,Sydnee,Cooke
725,Corporate,14653,Larissa,Cobb
725,Corporate,13332,Petra,Carney
725,Corporate,14331,Blossom,Burton
725,Corporate,14403,Noel,Whitaker
725,Corporate,3410,Brandon,Smith
725,Corporate,7353,Mary,Copeland
725,Corporate,6446,Mary,Smith
725,Corporate,8341,Mary,Barnett
725,Corporate,10163,Theresa,Smith
725,Corporate,10187,Victoria,Lane
725,Corporate,266,Mary,Knapp
725,Corporate,10861,Barbara,Walters
725,Corporate,3024,Robert,Middleton
725,Corporate,1080,Raymond,Smith
725,Corporate,13571,Mariam,Ortega
725,Corporate,11920,Mary,Anderson
725,Corporate,3750,Mary,Smith
725,Corporate,2336,Kathy,Pratt
725,Corporate,6424,Mary,Juarez
725,Corporate,3670,Anna,Smith
725,Corporate,10892,David,Bell
725,Corporate,6230,Kenneth,Cameron
725,Corporate,14855,Hollee,Hendricks
725,Corporate,12031,Ashley,Benitez
725,Corporate,10156,Christine,Smith
725,Corporate,1744,Anna,Bowers
725,Corporate,599,Doris,Smith
725,Corporate,14817,Blythe,Vazquez
725,Corporate,11908,Judith,Smith
725,Corporate,3589,Mary,Smith
725,Corporate,5638,Tyler,Smith
725,Corporate,11934,Mary,Baker
725,Corporate,1591,Charles,Johnson
725,Corporate,4290,Lori,Davis
725,Corporate,11820,Walter,Smith
725,Corporate,4348,Mary,Smith
725,Corporate,1904,Henry,Smith
725,Corporate,9541,Richard,Leach
725,Corporate,4179,Nicole,Sullivan
725,Corporate,13648,Marcia,Maxwell
725,Corporate,8043,Mary,Herrera
725,Corporate,5873,Jerry,Clark
725,Corporate,5733,Randy,Fisher
725,Corporate,1617,Melissa,Peterson
725,Corporate,11640,Jose,Smith
725,Corporate,14862,Stella,Kelly
725,Corporate,14736,Athena,Bryant
725,Corporate,10232,Kenneth,Smith
725,Corporate,6690,Mary,Gilbert
725,Corporate,8155,Mary,Zhang
725,Corporate,4967,Mary,Maldonado
725,Corporate,3083,Timothy,Lee
725,Corporate,272,Mary,Long
725,Corporate,11285,Christian,Smith
725,Corporate,4770,Andrea,Malone
725,Corporate,7696,John,Barker
725,Corporate,9632,Mary,Tate
725,Corporate,1181,Donald,Haynes
725,Corporate,4469,Ruth,Maynard
725,Corporate,5811,Mary,Edwards
725,Corporate,7035,Mary,Ayers
725,Corporate,1167,Mary,Bentley
725,Corporate,6781,Mary,Smith
725,Corporate,10362,Mary,Graves
725,Corporate,2251,Gregory,Manning
725,Corporate,2410,Mary,Schwartz
725,Corporate,12702,TaShya,Merritt
725,Corporate,15081,Meghan,Johnson
725,Corporate,15074,Florence,Faulkner
725,Corporate,14929,Lara,Frye
725,Corporate,15090,Callie,Mckinney
725,Corporate,9765,Charles,Walker
725,Corporate,8838,Phillip,Mcgee
725,Corporate,7161,Joseph,Sexton
725,Corporate,2341,Mary,Smith
725,Corporate,6273,Steven,Smith
725,Corporate,9469,Donald,Donaldson
725,Corporate,10616,Mary,Little
725,Corporate,4299,Mary,Smith
725,Corporate,6184,James,Potter
725,Corporate,6270,Julia,Smith
725,Corporate,3027,Mary,Stevens
725,Corporate,911,Peter,Garcia
725,Corporate,597,Samantha,Smith
725,Corporate,11370,James,Ray
725,Corporate,9051,Nicole,Garcia
725,Corporate,2181,Christina,Smith
725,Corporate,6638,Diane,Burgess
725,Corporate,5535,Andrea,Cowan
725,Corporate,10940,Mary,Crawford
725,Corporate,4541,Margaret,Harrington
725,Corporate,8548,Mary,Smith
725,Corporate,9635,Billy,Smith
725,Corporate,2556,Samuel,Hammond
725,Corporate,12104,Joseph,Neal
725,Corporate,3634,Emily,Smith
680,Corporate,1692,Rachel,Haas
725,Corporate,1863,Mary,Brooks
725,Corporate,3460,Linda,Hinton
725,Corporate,7217,Carl,Smith
725,Corporate,9321,Mary,Silva
725,Corporate,6155,Christine,Smith
725,Corporate,679,Grace,Smith
725,Corporate,12011,Olivia,Ortiz
725,Corporate,5526,Mary,Reid
725,Corporate,752,Mary,Smith
725,Corporate,5973,Michael,Smith
725,Corporate,6052,Mary,Harding
725,Corporate,6067,Mary,Smith
725,Corporate,5466,Carl,Torres
725,Corporate,1102,Lisa,Hensley
725,Corporate,2328,Victoria,Stevens
725,Corporate,10303,Shawn,Smith
725,Corporate,5759,Mary,Brown
725,Corporate,10885,Mary,Lynch
725,Corporate,9111,Mary,Smith
921,Corporate,11183,Mary,Smith
725,Corporate,6787,Kathy,Martinez
725,Corporate,2025,Mary,Fleming
725,Corporate,5560,Mary,Rodriguez
725,Corporate,2668,Mary,Davis
725,Corporate,9741,Judith,King
725,Corporate,11416,Mary,Olson
725,Corporate,8580,Kelly,Smith
725,Corporate,11158,Andrew,Graham
725,Corporate,11970,Matthew,Caldwell
957,Corporate,9605,Mary,Smith
725,Corporate,8586,Mary,Arnold
725,Corporate,2578,Mary,Blake
725,Corporate,6564,Mary,Thornton
725,Corporate,1941,Mary,Santiago
725,Corporate,2408,Rachel,Alvarez
725,Corporate,11050,Karen,Jordan
725,Corporate,3596,Mary,Richmond
725,Corporate,4026,Mary,Smith
725,Corporate,6048,Mary,Hanson
725,Corporate,9903,Jessica,Smith
725,Corporate,4084,Brenda,Cook
725,Corporate,8163,Mary,Johnson
725,Corporate,5940,Mary,Hartman
725,Corporate,18109,Donna,Espinoza
725,Corporate,18106,Hillary,Zimmerman
725,Corporate,18267,Mariam,Buchanan
725,Corporate,16531,Darryl,Lara
725,Corporate,19128,Ariel,Alexander
725,Corporate,15809,Blythe,Cabrera
725,Corporate,18799,Charlotte,Durham
725,Corporate,8183,Ryan,Giles
725,Corporate,6602,Robert,Smith
725,Corporate,4008,Diana,Smith
725,Corporate,3263,Brian,Smith
725,Corporate,1435,Mary,Wright
725,Corporate,6302,Christina,Tapia
612,Corporate,3346,Walter,Parker
725,Corporate,20446,Freya,Patton
725,Corporate,3883,Marie,Gomez
725,Corporate,4987,Mary,Smith
725,Corporate,4342,David,Hartman
725,Corporate,8796,Mary,Smith
725,Corporate,9366,Mary,Church
725,Corporate,18316,Yen,Underwood
725,Corporate,10104,Mary,Chen
725,Corporate,17939,Rowan,Johnston
725,Corporate,3994,Susan,Smith
725,Corporate,12379,Mary,Long
725,Corporate,17393,Lana,Mccullough
725,Corporate,3325,Danielle,Rios
725,Corporate,4585,Lauren,Smith
725,Corporate,10541,Howard,Smith
603,Corporate,8460,Nicole,Smith
725,Corporate,18346,Olympia,Ortega
725,Corporate,740,Brandon,Smith
725,Corporate,8354,John,Smith
725,Corporate,3020,Mary,Smith
725,Corporate,7658,Mary,Smith
725,Corporate,16063,Whoopi,Benjamin
725,Corporate,20703,Xaviera,Alvarado
725,Corporate,18019,Chanda,Gonzalez
725,Corporate,7669,Richard,Patton
725,Corporate,3771,David,Phelps
725,Corporate,17725,Danielle,Ray
725,Corporate,10576,Richard,Smith
725,Corporate,11542,Mary,Perkins
725,Corporate,16006,Imani,Guerra
725,Corporate,12134,Mary,Jefferson
725,Corporate,10766,Rose,Roman
725,Corporate,2072,Mary,Fisher
725,Corporate,2799,Mary,Smith
725,Corporate,5414,Helen,Christensen
725,Corporate,12173,Adam,Wilson
725,Corporate,7039,Samuel,Rodriguez
725,Corporate,7883,Deborah,Park
725,Corporate,15394,Tatum,Rowland
725,Corporate,15300,Stella,Burke
725,Corporate,15624,Wynter,Blake
725,Corporate,1742,Emma,Ellis
725,Corporate,10951,Austin,Weiss
725,Corporate,5040,Emily,Nicholson
725,Corporate,4382,Mary,Smith
725,Corporate,10873,Mary,Serrano
725,Corporate,11612,Mary,Smith
725,Corporate,7250,Jacob,Smith
48858,Corporate,9110,Tammy,Gould
92410,Corporate,8655,John,Smith
90018,Corporate,8150,Mary,Jennings
78666,Corporate,8088,Mary,Morris
10463,Corporate,12168,Christine,Guerra
33614,Corporate,3086,Barbara,Harris
90044,Corporate,8156,Hannah,Smith
45014,Corporate,608,Carol,Smith
90066,Corporate,563,Harry,Contreras
67401,Corporate,7320,Theresa,Smith
14221,Corporate,1835,Mary,Smith
60647,Corporate,1864,Deborah,Smith
21215,Corporate,4689,Sandra,Smith
80906,Corporate,2026,Robert,Smith
92027,Corporate,10615,Angela,Howard
21222,Corporate,10833,Mary,Smith
10466,Corporate,5043,Mary,Smith
48192,Corporate,4083,Betty,Smith
92071,Corporate,7338,Maria,Fernandez
2135,Corporate,5311,Mary,Smith
90247,Corporate,10392,Robert,Rodriguez
93033,Corporate,10151,Doris,Smith
60067,Corporate,917,Andrew,Glenn
97701,Corporate,1761,Mary,Harris
32825,Corporate,2559,Donna,Hall
17404,Corporate,8890,Mary,Rhodes
94583,Corporate,4684,Ann,Smith
11385,Corporate,10804,Austin,Lester
90026,Corporate,8963,Ruth,Bush
10002,Corporate,2885,Mark,Smith
8854,Corporate,787,Amanda,Ochoa
11216,Corporate,4604,Mary,Pearson
10029,Corporate,935,Melissa,Sharp
85224,Corporate,7559,Janice,Bishop
27410,Corporate,10470,Crystal,Molina
48180,Corporate,4383,Nicholas,Collins
77083,Corporate,9658,Mary,Jimenez
54935,Corporate,9261,Patrick,Burnett
90221,Corporate,4823,Diana,Thomas
58501,Corporate,4403,Mary,Evans
91770,Corporate,7015,Andrew,Smith
27406,Corporate,8940,Linda,Hammond
45011,Corporate,3243,Julia,Lewis
96706,Corporate,3986,Mary,Smith
70003,Corporate,11611,Margaret,Sanford
27502,Corporate,7249,Mary,Luna
45840,Corporate,3487,Tyler,Smith
80219,Corporate,3362,Mary,Solomon
60647,Corporate,3505,Kevin,Smith
49509,Corporate,10265,Mary,Ramirez
80010,Corporate,7879,Michelle,Powell
1841,Corporate,948,Michelle,Smith
27514,Corporate,3737,Kevin,Mcdowell
95340,Corporate,9434,Danielle,Smith
44120,Corporate,9582,Mary,Wyatt
78704,Corporate,7476,Benjamin,Cole
90638,Corporate,9838,Mary,Smith
97301,Corporate,1711,Jason,Smith
93033,Corporate,589,Mary,Reynolds
95076,Corporate,10290,Jacob,Hinton
79927,Corporate,3406,Mary,Smith
42101,Corporate,9040,Mary,Smith
91352,Corporate,2667,Tammy,Smith
90023,Corporate,5741,Mary,Spencer
14609,Corporate,11092,Mary,Mills
93117,Corporate,264,Mary,Smith
95340,Corporate,990,Mary,Ellison
33165,Corporate,6593,Mary,Smith
43230,Corporate,10318,Joan,Garcia
92704,Corporate,6093,Douglas,Jacobs
78040,Corporate,2154,Mary,Andrews
48227,Corporate,6868,Johnny,Crosby
79924,Corporate,4810,Mary,Smith
90280,Corporate,5213,Betty,Moore
67212,Corporate,8611,William,Bond
95630,Corporate,4637,Mary,Hamilton
48093,Corporate,5198,Mary,Smith
37042,Corporate,8090,Mary,Martinez
14120,Corporate,4610,Mary,Richards
11226,Corporate,8687,Mary,Smith
76133,Corporate,8162,Phillip,Smith
44130,Corporate,10258,Joyce,Gonzalez
63129,Corporate,11389,Eugene,Smith
78130,Corporate,10460,Mary,Morrison
80219,Corporate,9513,Brian,Rice
90280,Corporate,7770,Kenneth,Smith
94501,Corporate,5465,Mary,Jones
11203,Corporate,7509,Mary,Case
94533,Corporate,4156,Mary,Smith
78704,Corporate,3489,Larry,Waller
87105,Corporate,6454,Kathleen,Smith
78040,Corporate,8538,Mary,Newman
96744,Corporate,5558,Mary,Randall
6511,Corporate,779,Kenneth,Smith
77450,Corporate,1590,Mary,Smith
49442,Corporate,7647,Susan,Shannon
91331,Corporate,6779,Richard,Durham
23666,Corporate,8362,Ann,Burnett
76106,Corporate,7212,Mary,Howard
93003,Corporate,1721,Jeremy,Hart
11520,Corporate,1000,James,Smith
85008,Corporate,97,Mary,Rhodes
10701,Corporate,4636,Karen,Smith
90221,Corporate,3001,Maria,Adams
95060,Corporate,2317,Mary,Bridges
11214,Corporate,2539,Mary,York
92630,Corporate,1730,Mary,Smith
28540,Corporate,5133,Grace,Olson
91767,Corporate,9206,Nancy,Smith
80011,Corporate,6623,Christian,Turner
29720,Corporate,6439,Mary,Booth
11373,Corporate,11000,Mary,Smith
92126,Corporate,4258,Charles,Rogers
42101,Corporate,12351,Jose,Deleon
78046,Corporate,7645,Brandon,Stephens
95051,Corporate,7069,Mary,Garza
92084,Corporate,8322,Donna,Moore
11209,Corporate,7528,Mary,Bishop
17602,Corporate,3276,Mary,Owens
48185,Corporate,2391,Mary,Taylor
80126,Corporate,7211,Kathleen,Smith
33324,Corporate,6601,Mary,Andrade
85282,Corporate,2145,Ashley,Smith
90033,Corporate,2666,Mary,Singh
89123,Corporate,11747,Mary,Brady
85224,Corporate,12313,Andrea,Wang
6810,Corporate,3514,Walter,Smith
19020,Corporate,8830,Melissa,Aguilar
77055,Corporate,1441,Mary,Chapman
32825,Corporate,3896,Alexander,Smith
1902,Corporate,5997,Jonathan,Jones
29483,Corporate,1869,Mark,Smith
94501,Corporate,8667,Michael,Williams
11236,Corporate,4224,Mary,Smith
85719,Corporate,9688,Frances,Smith
92024,Corporate,9994,Adam,Collins
11212,Corporate,7305,David,Smith
20020,Corporate,5814,Debra,Smith
33624,Corporate,5639,Mary,Foster
37042,Corporate,11871,Mary,Hall
92346,Corporate,1140,Amber,Nguyen
70570,Corporate,7630,Judith,Smith
89110,Corporate,8366,Rose,Smith
90221,Corporate,2084,Edward,Wolfe
98115,Corporate,2526,Helen,Mcknight
67401,Corporate,3008,Mary,Smith
85706,Corporate,943,John,Cummings
19380,Corporate,5563,Paul,Trevino
21122,Corporate,9898,Mary,Moon
77036,Corporate,5259,Dennis,Smith
92335,Corporate,10579,Mary,Bishop
91748,Corporate,5223,Mary,Smith
95124,Corporate,7140,Samantha,Anderson
30032,Corporate,4870,Pamela,Walker
48126,Corporate,8959,Amy,Edwards
85254,Corporate,1225,Mary,Smith
96817,Corporate,2769,Mary,Hendricks
45014,Corporate,2699,Kathleen,Higgins
92882,Corporate,10361,Barbara,Smith
92345,Corporate,8336,Mary,Smith
75061,Corporate,2163,Nicholas,Wright
97405,Corporate,476,Mary,Carey
76180,Corporate,1119,Bryan,Ramos
91941,Corporate,3552,Kathleen,Smith
96822,Corporate,4010,Michael,Smith
23455,Corporate,1274,Mary,Richmond
77080,Corporate,9912,David,Phillips
22003,Corporate,3308,Aaron,Smith
78228,Corporate,11387,Larry,Smith
90066,Corporate,12311,Mary,Smith
97303,Corporate,11342,Steven,Booker
92507,Corporate,2335,Harold,Howell
90620,Corporate,11501,Larry,Peterson
67401,Corporate,3411,Mary,Lester
96789,Corporate,10623,Joshua,Mckenzie
91764,Corporate,2246,Mary,Lewis
60004,Corporate,6241,Mary,Clay
19124,Corporate,8620,Mary,Briggs
33511,Corporate,154,Emily,May
91306,Corporate,7768,Howard,Smith
6082,Corporate,2468,Mary,Chapman
19382,Corporate,10407,William,Clay
91765,Corporate,10854,Mary,Coleman
78664,Corporate,5960,Margaret,Smith
48823,Corporate,9537,Jason,Smith
63021,Corporate,5221,Amanda,Smith
90638,Corporate,4678,Mary,Jones
96819,Corporate,10252,Carolyn,Weaver
91730,Corporate,575,Mary,Smith
28314,Corporate,2622,Jennifer,Frost
26003,Corporate,3477,Mary,Smith
11211,Corporate,517,John,Russell
93277,Corporate,2936,Edward,Myers
60645,Corporate,4747,Janice,Thomas
33312,Corporate,3426,Douglas,Davenport
98632,Corporate,5716,Mary,Hawkins
